Review ID,Username,Rating,Review Text,Date
38bf3eb4-e3be-442d-bda3-c1bfcb4a00e6,Pengguna Google,5,aplikasi sangat membantu ketika kita sedang sakit ga ada yg antar obat,2026-01-04 09:25:43
f049da00-6e10-45d3-a325-61041f55723d,Pengguna Google,5,"Respon dokternya cpt, semoga cocok obatnya",2026-01-04 00:23:31
40fce7ff-3b7b-4dd4-9145-2bd00e9117d2,Pengguna Google,5,sangat membantu terutama untuk karyawan perantau hhhhh,2026-01-03 21:57:07
2e9bbb11-6c8f-4d48-8289-908c2fd8b36e,Pengguna Google,5,terimakasih terbantu sekali,2026-01-03 20:27:10
b97b64a6-2356-49e1-9cd9-c99325b70df2,Pengguna Google,5,jos,2026-01-03 15:02:43
2ef9d459-8a0a-42d9-85b5-e2c1f785ee44,Pengguna Google,5,sangat membantu,2026-01-03 14:47:12
1dc061bc-41a2-4592-a7ac-a9870805e7ed,Pengguna Google,5,membantu,2026-01-03 14:40:59
6f454276-baa8-4acd-8147-b95a71148649,Pengguna Google,5,sangat membantu,2026-01-03 13:29:19
c27b295c-144f-40c2-a189-63180d1d010b,Pengguna Google,5,sangat bagus,2026-01-03 12:37:14
e218bf18-6c44-48bc-b7c0-22cabe0e24d7,Pengguna Google,2,slowrespon,2026-01-03 12:37:02
0fd7408f-f804-422e-abc9-7fafbf23e157,Pengguna Google,5,"aplikasinya membantu cuman penananganya dan responya kurang empati, slow respon🥺",2026-01-03 12:17:54
4be293c3-50d3-4388-856c-41c25ebe7e4e,Pengguna Google,5,good dokter,2026-01-03 11:43:31
697c3aa2-9e38-4ea4-9d10-ff7f1e1e65f5,Pengguna Google,5,konsultasi baik dan puas,2026-01-03 11:01:19
8318022c-5363-4f7f-b04c-813175c17ef2,Pengguna Google,5,"Alhamdulillah ngebantu bgt disaat darurat mau pesan obat yg harus pakai resep dokter pun resepnya bisa diminta dari konsultasi langsung diaplikasi dan direspon cepat sama dokter yg online resep langsung terbit jadi bisa buat beli obat yg dibutuhkan, suka bgt memudahkan bgt, obatnya juga cepat sampai nya ga sampe 20 menit udah sampai",2026-01-03 09:25:14
9e32d2b8-3810-46bc-973d-8bf2e49275ed,Pengguna Google,5,"sangat mudah penggunaannya sangat membantu, tolong untuk psikolog saya rasa sulit jika konsultasi persesi dihargai per 30mnt sj, mungkin bisa diberikan opsi lamanya konsultasi dan diberikan sesuai harganya. tks",2026-01-03 08:06:14
493d3abb-4f8e-4571-8b56-a7676b5d1cc0,Pengguna Google,5,"terimakasih halodoc,dia sudah tidak ngambek lagi ke saya",2026-01-03 04:29:14
2d5bd8fd-2f1e-49b4-ba81-edc6441e1c43,Pengguna Google,5,baik bgt dokternya dan cepat tanggap aplikasi yg sangat membantu kapanpun jam berapapun 😭🥺🙏,2026-01-03 00:56:26
978712b9-d759-454f-926a-0674f9bf38cb,Pengguna Google,5,sangat membantuuu jika butuh penanganan cepat,2026-01-02 21:23:36
c06866d7-39d8-454e-ab26-2dbf4063be97,Pengguna Google,5,sangat membantu dan dokternya komunikatif,2026-01-02 20:38:00
b32980f4-6044-43b4-9c17-0b65909cc21f,Pengguna Google,5,sangat membantu,2026-01-02 16:15:55
bd57f92d-dabd-43f5-b106-8d3d34565dd4,Pengguna Google,5,pelayanan cepat,2026-01-02 15:53:36
2edc3b5c-3470-4c4d-8ae4-5ab534195d20,Pengguna Google,5,bagus bangett membantu banget,2026-01-02 15:49:14
9b297a83-ebdd-4e64-bd25-7777bfb4f4ce,Pengguna Google,5,Mantap👍,2026-01-02 14:07:45
ac8436ba-6d52-4b4b-b059-80d2f2fac79c,Pengguna Google,5,sangat amat baik dn membantu untuk kulit sensitif dr.corry khathreen SP.D.V.E terimakasih,2026-01-02 14:01:46
b88ff8ab-c654-4fff-ba4d-ae445d81291c,Pengguna Google,5,sangat membantu dan fleksible,2026-01-02 10:40:19
da2ba2dc-ab7e-46a0-8672-5ece7b0a5ca2,Pengguna Google,5,dokter sangat responsif 👍🏻,2026-01-02 09:20:58
fd242b29-becf-4d4f-ac35-a1c9e36d314d,Pengguna Google,5,Lumayan membantu. . .sama ky offline ke dokternya,2026-01-02 07:16:38
0866812b-cbe4-4073-9c28-8a80aec785e0,Pengguna Google,5,dokter sgt ramah,2026-01-02 02:58:27
664e2afd-f07f-4923-afdd-aae170c56477,Pengguna Google,5,quick respone,2026-01-02 01:02:34
a177e7f9-6bb6-4e5d-b016-9859879036c1,Pengguna Google,5,sangat membantu,2026-01-01 21:10:10
331ff223-b0df-4af6-893b-dda15a2d842b,Pengguna Google,1,"awalnya dokter merespon lalu tidak ada respon dan arahan sampai batas waktu chat konsultasi habis, padahal sudah bayar",2026-01-01 18:50:42
81e3d2ff-aab9-4fc8-a2f5-cddada2f5fb7,Pengguna Google,5,bagus,2026-01-01 14:16:24
3e63099e-c47c-4639-b213-99ed3f39a595,Pengguna Google,5,"dokternya baik sekali mudah & detail cara menjelaskannya, terikma kasih...👏",2026-01-01 13:48:00
4d3730b1-3537-4ad8-a8dc-00fa694ba9e6,Pengguna Google,5,memudahkan kita,2026-01-01 13:41:41
31750291-21cb-4b99-9846-682ce81cbbe7,Pengguna Google,5,aplikasi ini sangat membantu orang yg sedang butuh konsultasi cepat dengan dokter. sukses selalu.,2026-01-01 13:20:47
c4cdd8c6-e2cc-4e91-9b5a-ac9662f3e6be,Pengguna Google,5,dokternya cepat tanggap dan cepat melayani walaupun tahun baru gak sibuk.. kerenn🤩,2026-01-01 10:45:30
9add0bc2-7bea-4273-99b1-0617ad329faa,Pengguna Google,5,mantap,2026-01-01 10:35:06
d9180518-1666-4c55-b89a-601df87595dd,Pengguna Google,5,"konsultasi sangat menyenangkan, membantu memberikan solusi",2026-01-01 10:01:01
e3f0c3a2-4425-442d-a07e-7d3653ee993e,Pengguna Google,1,"sumpah ini aplikasi bad bgt ngeselin sumpah, bukan nya mempermudah malah bikin pusing karena pembayaran yg gagal terus, saldo udh cukup pembayaran berhasil malah dibalikin lagi dana nya, jaringan udah pake wifi data selular tetep aja gagal terus pembayaran udah 5 kali, udah hapus download aplikasi ini sampe 3 kali tetep aja, tolong di perbaiki lagi sistem nya biar mempermudah kita buat konsul bukan nya malah bikin susah",2026-01-01 09:54:12
a01fc278-6226-4fc7-b54b-24e1a757e491,Pengguna Google,5,sangat membantu,2025-12-31 22:12:17
14f0f893-89d3-4c80-bd64-f99f6564ea9b,Pengguna Google,5,sangat membantu,2025-12-31 18:52:24
ed0f15c4-462d-4637-b935-a59f74d930cb,Pengguna Google,5,trims,2025-12-31 17:05:55
15d084c2-265d-40fe-8607-dcd8f9572fcf,Pengguna Google,5,membantu sekali,2025-12-31 14:23:19
df39e63e-9b4b-4467-8bb8-55a1b276c06c,Pengguna Google,1,kenapa setiap mau melakukan pembayaran ketika berkonsultasi selalu error? hal ini selalu terjadi setiap bulan hingga mempersulit pengguna saat jadwal konsultasi. Tolong untuk segera diperbaiki,2025-12-31 12:32:51
fbe17708-0ee5-477e-92a2-eee67b45e0af,Pengguna Google,5,dokter jiwa nya sangat ramah dan tidak menghakimi pasien terimakasih dokter kevin sulay wijaya.spkj,2025-12-31 11:52:25
201aa758-1ed8-4c34-b003-f505b90bb4db,Pengguna Google,5,terima kasih sudah membantu,2025-12-31 07:58:45
8d66e79a-080b-444b-85df-43f2e7d2469d,Pengguna Google,5,"cepat, akurat, terpercaya",2025-12-31 07:04:46
d6c19f76-4d60-4ceb-b4b6-2366ed685e05,Pengguna Google,2,"Baru kali ini konsul halodoc mengecewakan banget. aku konsuk sama dokter spesialist kulit tapi dijawab singkat seadanya, tanpa dijelasin detail.",2025-12-31 06:47:36
e399c599-d1e3-4bbb-b2c8-8444b1670859,Pengguna Google,1,"Setiap mau co obat dan obatnya tak tersedia, pengguna dibawa ke halaman awal dan langsung ngebug. Hp pun langsung eror. Saya kira hanya hp saya saja. Saya tes pakai hp lain, sama, begitu juga. Tolong perbaiki.",2025-12-31 01:49:21
a930049a-ed89-436a-8f66-372905bff3e6,Pengguna Google,1,kacau pelayanannya,2025-12-30 23:38:51
83b40645-76b3-4cfb-b8dd-ba836bc351d9,Pengguna Google,2,kenapa selalu dapet driver yg kirim obatnya dari jauh banget. kirim ke tangerang obatnya dari cilandak. mana ongkos cuma 20k ujan pula. ga tega bgt sama drivernya. klo emg obatnya jauh mending dibilang ga ada obatnya,2025-12-30 23:11:31
24cea333-5193-4e35-8bd8-6242b1073494,Pengguna Google,1,"Sorry ya, dokter kulit gampang banget kasih methylprednisolone tanpa kasih tau efek samping dan aturan pakai 'Wajib'nya kyk gimana.. untuk orang yang awam bakalan bahaya loh ini??? gw dulu gk tau itu obat keras banget dan masuk kategori kortikosteroid, dan gw pakenya sering kelewat, pdhl itu gk boleh dan gk boleh berhenti mendadak.. gimana tuh?? mana gk ada fitur nilai dokternya kalo udh terlalu lama..",2025-12-30 21:44:51
c57bbbf7-c9b4-40ab-b925-6d0c5b02b3e6,Pengguna Google,5,sangat membantu,2025-12-30 19:21:00
3ffedf09-406b-43c8-a4d0-b77a4d414cd5,Pengguna Google,5,Barang Cepat sampai dan sesuai pesanan,2025-12-30 19:13:36
687f92a7-d34e-4dcf-b0ea-bea7ae1b400f,Pengguna Google,5,mudah dan sangat membantu,2025-12-30 18:33:27
910eb1ab-a34e-4779-9ed4-a3533815e8cc,Pengguna Google,1,"lemot bgt gilak aplikasinya, sampe gabisa konsul sama dokter, yg ada rugi",2025-12-30 18:12:54
02e0de93-2abd-46f8-aa3e-4602d716936a,Pengguna Google,5,aplikasi yang sangat sat set untuk diagnosa dari dokter dokter berpengalaman tanpa harus pergi kerumah sakit 😀,2025-12-30 17:49:05
2d47ac24-0317-4403-986e-f10923ca4c73,Pengguna Google,5,cepat,2025-12-30 14:34:37
9a56fd07-8003-4451-a2c5-ac7dc7a89c48,Pengguna Google,5,helpfull abis dan informatif,2025-12-30 09:50:32
99e70736-4f6d-45ba-b5e0-a94d79669837,Pengguna Google,5,Sangat membantu,2025-12-30 09:23:51
5bf7893f-f9ae-4ca0-bb86-79d9176d2142,Pengguna Google,5,"detail,cepat dan profesional",2025-12-30 07:36:03
c3095c52-382e-4398-a8db-dd7f331032ce,Pengguna Google,5,"pelayanan baik,cepat respond juga",2025-12-30 05:49:38
eb1208c8-0467-4082-8c3d-afdf6b8e292a,Pengguna Google,5,sangat membantu,2025-12-30 04:38:56
8c760445-7683-4bd8-ba24-85f838ccb5e5,Pengguna Google,1,"medex kurir lelet kaya jamet!!! ini kenapa halodok lelet banget ya kurir obat nya, udah tau lagi buru-buru, butuh obat. gak bisa berkata kata lagi dah",2025-12-29 22:29:02
7b1fa0ee-3418-4d66-ad5c-4200915ca791,Pengguna Google,5,"sangat bagus, respon cepat dari dokter. l Terimakasih Halodoc.",2025-12-29 21:07:36
dbd62192-88b2-4361-9128-65c33c0d20ac,Pengguna Google,5,Dokter nya fast respon dan diagnosa dijelaskan dengan jelas.,2025-12-29 17:44:05
e5ad96fe-b508-4313-9659-2b21a01d338d,Pengguna Google,5,"Dokter nya cepat tanggap, Terimakasih",2025-12-29 11:27:51
789bbe9f-7d8f-454a-997a-7bcae3539f5a,Pengguna Google,5,"pelayanan baik dan cepat tanggap , dan komunikatif",2025-12-29 11:24:10
3f5e8221-18e3-45a1-9bbe-72cf162b2e9e,Pengguna Google,5,"aplikasi nya sungguh baguss sekali,dokternya melayani dengan ramah dan selalu menjawab yang saya tnya dengan jelas,mantap pokoknya",2025-12-29 10:59:30
c86855f8-d3f5-4eaa-ba92-d11896e848b4,Pengguna Google,5,great,2025-12-29 09:08:58
e41e4d36-5736-4a55-b450-97e08c9dfca6,Pengguna Google,5,"keren dokternya gercep bgt, ketika kluarga sakit sy selalu pilih pa dr",2025-12-29 06:42:10
ea18b0e5-d801-427b-a3d2-e7b51c09064a,Pengguna Google,5,"suka dengan aplikasi halodoc ini dokter nya ramah""",2025-12-28 20:51:56
95e6c8e6-03c2-4bf3-8d24-244667551da2,Pengguna Google,5,Good,2025-12-28 20:49:45
89ba3839-eb62-4671-88f7-e3c3357bc5b0,Pengguna Google,2,"sangat mengecewakan, sata sta du jaksel, order ibet dikirim daru depok, kasian pengabtar nya dan gak efektif karena kejauhan, jarak kirim sampai 1 jam ditambah kondisi hujan deras, ongkir gak manusiawi, tolong perbaiki sistem maping nya, walau saya sakit tapi kalau harus mengorbankan orang lain gak tega rasanya, mari manusiakan manusia, jadi gak efektif dari sisi jarak dan waktu, jujur saya sangat kecewa, belum lagi sistem pendaftaran yg ribet, harus ktp dan kk, menurut saya gak efektif,",2025-12-28 20:45:12
7770fef3-585a-4fa5-9885-bdc2db1d5c92,Pengguna Google,5,cukup puas dengan Dokter cepat merespon,2025-12-28 20:17:56
cfba7ef4-f7ed-4101-96a8-27ebe5df9afa,Pengguna Google,5,"Alhamdulillah, waktu saya sakit bisa konsultasi dan beli obat disini, sangat berguna bagi orang yang tinggal sendirian",2025-12-28 20:16:44
29c783ab-f815-47fd-a611-d1d89d67a357,Pengguna Google,5,konsultasi dengan dokter yg ramah..,2025-12-28 19:50:05
c7e3582f-38da-4c5d-90e9-cbc739afad82,Pengguna Google,5,haya bintang yg bicara,2025-12-28 18:44:56
e520484e-cf55-4b51-81c2-c65c4d08590d,Pengguna Google,5,fast respon dan detail,2025-12-28 18:36:57
7322b097-a4ac-4258-a681-0e17b9071811,Pengguna Google,4,aku kasih 4 dulu klo epektif 1000 bintang akan aku berikan hnya utk halodok wkwkw,2025-12-28 18:24:15
a8fe7c86-5101-4a09-981b-2ca0105a59d8,Pengguna Google,5,dipermudah dimana kita berada,2025-12-28 12:54:13
f76e4c94-2898-4a26-8622-e96645ae9bae,Pengguna Google,5,"mantap,praktis dan cepat respon",2025-12-28 12:18:53
58b7b5b1-fced-4ead-b8a1-1b410b12f07c,Pengguna Google,5,drnya menerangkannya jelas dan tanggap,2025-12-28 12:13:29
5deced51-da46-45b6-bbb7-c364fbeed268,Pengguna Google,1,"KONSUL OBGYN DI DR. CANGGIH NALURI FITRIYASA/ KANDUNGAN DAN KEBIDANAN UDAH BAYAR DIKASIH WAKTU TAPI BALESNYA LAMA BGT SAMPE WAKTU HABIS, DOKTER APAAN ITU, GK DAPET APA2 , SAMA AJA SODAQOH",2025-12-28 11:06:09
af1e3c92-243e-41fa-932d-c06d49f75f77,Pengguna Google,5,sering pakai aplikasi ini tiap kali beli obat...bisa konsultasi langsung ke dokternya..mudah dlm pembanyarannya..cepat dlm pengantran obatnya...terimakasih 👍,2025-12-28 11:02:20
0c05876e-19e1-4d50-91f5-ef27a8bfa510,Pengguna Google,5,penjelasannya jelas to the point dan gercep lgsg bisa dpt resep. makasih dokter semoga cocok obatnya,2025-12-28 08:20:08
f5107929-4359-40cf-aac5-d3d07558879f,Pengguna Google,5,memudahkan untuk konsultasi,2025-12-28 08:13:20
60a6c8d1-00bf-4df8-b814-c3842e549593,Pengguna Google,5,baik,2025-12-27 22:52:53
b696ab80-b895-4c9c-bbca-76fd13cd34e0,Pengguna Google,5,bagus oelayanannya,2025-12-27 22:48:52
e56810f1-faf4-4ded-8b83-538195b13727,Pengguna Google,5,"respon dokter, sangat baik, trmksh",2025-12-27 21:21:12
267077b1-a9fd-45ac-9350-b745719016bc,Pengguna Google,5,sangat membantu sekali aplikasi halodoc ini,2025-12-27 20:50:26
892e63eb-e5bb-451f-a3ee-5b7e31a504ae,Pengguna Google,4,alhamdulilah dokter selalu memberikan saran yang terbaik,2025-12-27 20:46:16
d61a5cd2-7caf-4da4-a5d8-1d7263a82002,Pengguna Google,5,Daripada daripada mending lekas lekas,2025-12-27 17:00:31
53c97151-7942-4e9f-8c58-ed885d708009,Pengguna Google,5,fast and responsive,2025-12-27 14:17:32
60d9e921-af5d-4da1-b3d8-c09219950df9,Pengguna Google,5,layanan bagus,2025-12-27 13:48:00
4c5d245b-3556-4182-958e-e57d46588d3f,Pengguna Google,5,dokter ramah & sabar,2025-12-27 11:51:24
5939151e-3cea-4147-a444-b9ea1bcf3238,Pengguna Google,5,Semoga selalu bermanfaat ke semua orang,2025-12-27 10:15:00
c8fa02be-593c-4334-aee6-5ebb3d0d505f,Pengguna Google,5,dokter sangat komunikatif,2025-12-27 09:13:51
1bc66903-8f48-4e1f-9865-a50aefb29747,Pengguna Google,5,Pelayanan Dokternya sangat baik sekali. Dengan aplikasi ini sangat membantu sy saat konsultasi.🙏,2025-12-27 06:48:24
bcf43314-0083-47ce-8841-0847db9affd0,Pengguna Google,3,"malesss bggtttt sering gagal dalam pembayaran, saldo cukup. Malah repot2 harus pakai Ewallet lainnya, ya adanya saldo di Dana, ga bisa d Dana harus coba lainnya, ya maksudnya kenapa ga bisa lebih baik",2025-12-27 05:10:39
404a0dd1-6f7f-44be-96df-a3fd970432ab,Pengguna Google,5,"Thank you very much untuk 😊 🙏🏻 Dr. Andi Dirhan Takdir. yg begitu humble and polite, Dan memberikan saya penjalansan mengenai hasil Lab saya. Dan juga lansung memberikan saya Resep obat untuk sakit yg sedang saya alami.. sekali lagi Terimakasih kasi banyak Dr.Andi 😊🙏🏻",2025-12-27 02:42:39
bd370969-f412-4896-9dff-464196cf22c4,Pengguna Google,5,mantap. respon cepat,2025-12-26 21:23:02
f0fe1185-183c-4ca3-9c6f-df6ff6b4a94c,Pengguna Google,5,"mudah, cepat, responsif, efisien",2025-12-26 18:06:46
571006d1-49ba-4632-8834-7316ae5fb584,Pengguna Google,5,puas,2025-12-26 18:06:27
f585a579-6fa7-4d1f-aa97-64210bfaef24,Pengguna Google,5,"terbaik dan sat set,murah juga konsulnya,sesuai dengan keluhan",2025-12-26 16:01:34
c9cd7f7b-d4c5-48b8-bdcd-aeeb5b18a995,Pengguna Google,5,sangat praktis konsul disini..dan semua obat yg diberikan manjur,2025-12-26 12:19:40
728a5315-0292-401e-906c-da9ad8821136,Pengguna Google,5,"fast respon,,dokternya ramah",2025-12-26 10:06:50
ea6d4678-3a60-489e-bada-a91ad66c9e3d,Pengguna Google,5,sangat membantu,2025-12-26 08:24:06
c16ef071-56af-4088-9f9f-33fb2b4f7b70,Pengguna Google,5,"bagus banget mempermudah anak rantau yg lagi sakit jauh dri kluarga dan GK bsa ke dokter🫶🫶🫶fitur lengkap ko dmna posisi driver pun bsa terlacak , pokoknya the best dan GK ribet🫶",2025-12-25 23:29:37
c5771c46-5ddf-4081-9ceb-5ae99fa8f101,Pengguna Google,1,Masukan Dear Pengelola aplikasi Tolong Jika Obat yang di pesan misalnya gak ada Kasih tanda atau apa gitu. agar ketahuan diawal jangn kita udah bayar ternyata obat gak ada kelamaan nunggu nya. tambahan boleh costumer itu tau asal obat ini misalnya apotek mana gitu jadi kita pembeli bisa mengukur seberapa lama durasi waktu pengiriman. thank you,2025-12-25 22:29:04
701d6e9e-dce7-4800-bd32-8147a7e677a3,Pengguna Google,5,sangat membantu saat kondisi sakit & memerlukan konsultasi medis secara online,2025-12-25 21:35:49
2b4495bb-2073-491e-9fc5-986d8baa21ea,Pengguna Google,5,"suka sekali dg dokter karlina di halodoc, cara menjelaskannya sopan dan resep² yg diberikan sangat membatu mengatasi permasalahan kulit wajah saya",2025-12-25 21:03:35
bad9e721-ff69-4cf0-999f-3dc1330ae72a,Pengguna Google,5,so helpfull,2025-12-25 14:36:34
f53cf74e-5cf6-49ab-a366-5b880e1f302e,Pengguna Google,5,Saya suka sekali dengan aplikasi halodoc ini.. sangat memudahkan saya untuk berobat tidak perlu ngantri di rumah sakit . terima kasih banyak Halodoc 🙏,2025-12-25 09:23:17
bc17875e-72b7-4e42-af89-6239e9c77be6,Pengguna Google,5,aplikasi nya mudah digunakan dan fast respon,2025-12-25 08:26:09
0ccd2dfa-18d9-4408-9c96-4be65aecae12,Pengguna Google,5,sangat membantu,2025-12-25 08:10:04
5db49743-51dd-45e4-ad15-ac96db54935d,Pengguna Google,1,"saya dari Mitra Grab, tanggal 14 Desember saya nganterin paket dari Halodoc kerumah konsumen dalam waktu 20 menit sudah sampai, 10 hari kemudian saya dapat notif suspend karna paket belum diterima, padahal dikonsumen notifnya sudah selesai, sekarang dari Grab diarahkan langsung ke Halodocnya, dan sampe sekarang ga ada kabarnya sama"" nyari rezeki dan sama"" ada kepentingan malah nyusahin yang ada ngambil paket dari Halodoc",2025-12-25 08:06:20
